Location,Month,Pollutant,Concentration
ENSLEY BROOK DS WENSLEY STATIO,08,"2,3.6667
ENSLEY BROOK DS WENSLEY STATIO,08,245-T,4.0000
ENSLEY BROOK DS WENSLEY STATIO,08,2Phenoxyprop,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,4-CAA,0.0051
ENSLEY BROOK DS WENSLEY STATIO,08,4-nonPhenol,0.0980
ENSLEY BROOK DS WENSLEY STATIO,08,4Phenoxbutyr,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Acrb-slphn,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Acrb-slphx,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Aldicarb,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Alky pH 4.5,170.0000
ENSLEY BROOK DS WENSLEY STATIO,08,Aminomethylp,0.1400
ENSLEY BROOK DS WENSLEY STATIO,08,Ammonia(N),0.1000
ENSLEY BROOK DS WENSLEY STATIO,08,Asulam,0.0200
ENSLEY BROOK DS WENSLEY STATIO,08,Azoxystrobin,0.0200
ENSLEY BROOK DS WENSLEY STATIO,08,B-[a]-pyrene,0.0002
ENSLEY BROOK DS WENSLEY STATIO,08,B-[b]-fluora,0.0003
ENSLEY BROOK DS WENSLEY STATIO,08,B-[ghi]-pery,714.0000
ENSLEY BROOK DS WENSLEY STATIO,08,B-[k]-fluora,0.0001
ENSLEY BROOK DS WENSLEY STATIO,08,Benazolin,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Bentazone,0.0030
ENSLEY BROOK DS WENSLEY STATIO,08,Bromoxynil,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,C - Org Filt,301.0000
ENSLEY BROOK DS WENSLEY STATIO,08,Carbaryl,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Carbendazim,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Carbetamide,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Carbofuran,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Chloridazon,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Chloride Ion,14.0000
ENSLEY BROOK DS WENSLEY STATIO,08,Chloroxuran,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Chlortoluron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Clopyralid,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Cond @ 25C,424.0000
ENSLEY BROOK DS WENSLEY STATIO,08,Cu BLM Bio,0.6000
ENSLEY BROOK DS WENSLEY STATIO,08,Cypermeth ID,1.0000
ENSLEY BROOK DS WENSLEY STATIO,08,Cypermethrin,0.0004
ENSLEY BROOK DS WENSLEY STATIO,08,DEHP,0.2000
ENSLEY BROOK DS WENSLEY STATIO,08,Diflurobnzrn,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Diuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Ethiofencarb,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Ethirimol,0.0500
ENSLEY BROOK DS WENSLEY STATIO,08,Fenoprop,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Fenuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Flow Type,4.0000
ENSLEY BROOK DS WENSLEY STATIO,08,Fluoranthene,0.0018
ENSLEY BROOK DS WENSLEY STATIO,08,Fluoroxypyr,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Glyphosate,0.1000
ENSLEY BROOK DS WENSLEY STATIO,08,Imazapyr,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Ind123pyrene,746.0000
ENSLEY BROOK DS WENSLEY STATIO,08,Ioxynil,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Isoproturon,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Linuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,MCPA,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,MCPB,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,MR Screen,1.0000
ENSLEY BROOK DS WENSLEY STATIO,08,Mecoprop,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Methabnzthzn,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Methiocarb,0.0010
ENSLEY BROOK DS WENSLEY STATIO,08,Methomyl,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Metoxuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,MetsulfrnMyl,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Mn BLM Bio,5.0000
ENSLEY BROOK DS WENSLEY STATIO,08,Monolinuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Monuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,NH3 un-ion,0.0029
ENSLEY BROOK DS WENSLEY STATIO,08,Neburon,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Ni BLM Bio,0.6200
ENSLEY BROOK DS WENSLEY STATIO,08,Nitrate-N,3.1500
ENSLEY BROOK DS WENSLEY STATIO,08,Nitrite-N,0.0550
ENSLEY BROOK DS WENSLEY STATIO,08,O Diss %sat,9901.0000
ENSLEY BROOK DS WENSLEY STATIO,08,Oxamyl,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,PFOS,0.0002
ENSLEY BROOK DS WENSLEY STATIO,08,Pb BLM Bio,4.8000
ENSLEY BROOK DS WENSLEY STATIO,08,Permethrn-Tr,0.0007
ENSLEY BROOK DS WENSLEY STATIO,08,Permethrn-cs,0.0002
ENSLEY BROOK DS WENSLEY STATIO,08,PhenoxytcAcd,0.2500
ENSLEY BROOK DS WENSLEY STATIO,08,Pichloram,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Propoxur,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Sulcotrione,0.1000
ENSLEY BROOK DS WENSLEY STATIO,08,Temp Water,16.2000
ENSLEY BROOK DS WENSLEY STATIO,08,TriBT Cation,0.0002
ENSLEY BROOK DS WENSLEY STATIO,08,TriPT Cation,0.0002
ENSLEY BROOK DS WENSLEY STATIO,08,Triclopyr,0.0050
ENSLEY BROOK DS WENSLEY STATIO,08,Triclosan,0.0100
ENSLEY BROOK DS WENSLEY STATIO,08,Zn BLM Bio,65.0000
ENSLEY BROOK DS WENSLEY STATIO,08,p-C-o-Cresol,0.0500
ENSLEY BROOK DS WENSLEY STATIO,08,pFoctanoate,0.0010
ENSLEY BROOK DS WENSLEY STATIO,08,pH,8.2000
ENSLEY BROOK DS WENSLEY STATIO,08,ptOctylPheno,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,"2,3.6667
ENSLEY BROOK DS WENSLEY STATIO,09,245-T,4.0000
ENSLEY BROOK DS WENSLEY STATIO,09,2Phenoxyprop,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,4-CAA,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,4-nonPhenol,0.0840
ENSLEY BROOK DS WENSLEY STATIO,09,4Phenoxbutyr,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Acrb-slphn,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Acrb-slphx,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Aldicarb,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Alky pH 4.5,160.0000
ENSLEY BROOK DS WENSLEY STATIO,09,Aminomethylp,0.1000
ENSLEY BROOK DS WENSLEY STATIO,09,Ammonia(N),0.0210
ENSLEY BROOK DS WENSLEY STATIO,09,Asulam,0.0200
ENSLEY BROOK DS WENSLEY STATIO,09,Azoxystrobin,0.0200
ENSLEY BROOK DS WENSLEY STATIO,09,B-[a]-pyrene,0.0003
ENSLEY BROOK DS WENSLEY STATIO,09,B-[b]-fluora,0.0004
ENSLEY BROOK DS WENSLEY STATIO,09,B-[ghi]-pery,714.0000
ENSLEY BROOK DS WENSLEY STATIO,09,B-[k]-fluora,0.0002
ENSLEY BROOK DS WENSLEY STATIO,09,Benazolin,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Bentazone,0.0030
ENSLEY BROOK DS WENSLEY STATIO,09,Bromoxynil,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,C - Org Filt,301.0000
ENSLEY BROOK DS WENSLEY STATIO,09,Carbaryl,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Carbendazim,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Carbetamide,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Carbofuran,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Chloridazon,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Chloride Ion,16.0000
ENSLEY BROOK DS WENSLEY STATIO,09,Chloroxuran,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Chlortoluron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Clopyralid,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Cond @ 25C,395.0000
ENSLEY BROOK DS WENSLEY STATIO,09,Cu BLM Bio,0.1400
ENSLEY BROOK DS WENSLEY STATIO,09,Cypermeth ID,1.0000
ENSLEY BROOK DS WENSLEY STATIO,09,Cypermethrin,0.0001
ENSLEY BROOK DS WENSLEY STATIO,09,DEHP,0.2000
ENSLEY BROOK DS WENSLEY STATIO,09,Dicamba,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Diflurobnzrn,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Diuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Ethiofencarb,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Ethirimol,0.0500
ENSLEY BROOK DS WENSLEY STATIO,09,Fenoprop,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Fenuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Flow Type,4.0000
ENSLEY BROOK DS WENSLEY STATIO,09,Fluoranthene,0.0010
ENSLEY BROOK DS WENSLEY STATIO,09,Fluoroxypyr,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Glyphosate,0.1000
ENSLEY BROOK DS WENSLEY STATIO,09,Imazapyr,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Ind123pyrene,746.0000
ENSLEY BROOK DS WENSLEY STATIO,09,Ioxynil,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Isoproturon,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Linuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,MCPA,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,MCPB,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,MR Screen,1.0000
ENSLEY BROOK DS WENSLEY STATIO,09,Mecoprop,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Methabnzthzn,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Methiocarb,0.0010
ENSLEY BROOK DS WENSLEY STATIO,09,Methomyl,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Metoxuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,MetsulfrnMyl,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Mn BLM Bio,5.0000
ENSLEY BROOK DS WENSLEY STATIO,09,Monolinuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Monuron,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,NH3 un-ion,0.0004
ENSLEY BROOK DS WENSLEY STATIO,09,Neburon,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Ni BLM Bio,0.6000
ENSLEY BROOK DS WENSLEY STATIO,09,Nitrate-N,2.1900
ENSLEY BROOK DS WENSLEY STATIO,09,Nitrite-N,0.0090
ENSLEY BROOK DS WENSLEY STATIO,09,O Diss %sat,9901.0000
ENSLEY BROOK DS WENSLEY STATIO,09,Oxamyl,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,PFOS,0.0001
ENSLEY BROOK DS WENSLEY STATIO,09,Pb BLM Bio,6.3000
ENSLEY BROOK DS WENSLEY STATIO,09,Permethrn-Tr,0.0001
ENSLEY BROOK DS WENSLEY STATIO,09,Permethrn-cs,0.0001
ENSLEY BROOK DS WENSLEY STATIO,09,PhenoxytcAcd,0.0580
ENSLEY BROOK DS WENSLEY STATIO,09,Pichloram,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Propoxur,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Sulcotrione,0.1000
ENSLEY BROOK DS WENSLEY STATIO,09,Temp Water,9.3000
ENSLEY BROOK DS WENSLEY STATIO,09,Triclopyr,0.0050
ENSLEY BROOK DS WENSLEY STATIO,09,Triclosan,0.0100
ENSLEY BROOK DS WENSLEY STATIO,09,Zn BLM Bio,58.0000
ENSLEY BROOK DS WENSLEY STATIO,09,p-C-o-Cresol,0.0500
ENSLEY BROOK DS WENSLEY STATIO,09,pFoctanoate,0.0013
ENSLEY BROOK DS WENSLEY STATIO,09,pH,8.3000
ENSLEY BROOK DS WENSLEY STATIO,09,ptOctylPheno,0.0100
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,Ammonia(N),2.1433
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,BOD ATU,11.6667
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,COD as O2,76.3333
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,Chloride Ion,98.3333
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,Cond @ 25C,1622.3333
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,NATGRIDREF,1.0000
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,NH3 un-ion,0.0097
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,Nitrite-N,0.1367
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,O Diss %sat,9901.0000
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,SALinsitu,0.8200
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,Temp Water,7.6667
ENT 03: A19 TO DON CONFLUENCE - AD HO,01,pH,7.4567
ENT AT A19 ASKER,06,Alky pH 4.5,220.0000
ENT AT A19 ASKER,06,Ammonia(N),0.0390
ENT AT A19 ASKER,06,Cond @ 25C,957.0000
ENT AT A19 ASKER,06,NH3 un-ion,0.0006
ENT AT A19 ASKER,06,Nitrate-N,9.9400
ENT AT A19 ASKER,06,Nitrite-N,0.0570
ENT AT A19 ASKER,06,O Diss %sat,9901.0000
ENT AT A19 ASKER,06,Temp Water,12.9000
ENT AT A19 ASKER,06,pH,7.8500
ENT AT A19 ASKER,07,Alky pH 4.5,240.0000
ENT AT A19 ASKER,07,Ammonia(N),0.0520
ENT AT A19 ASKER,07,BOD ATU,1.4000
ENT AT A19 ASKER,07,Cond @ 25C,1047.0000
ENT AT A19 ASKER,07,NH3 un-ion,0.0011
ENT AT A19 ASKER,07,Nitrate-N,11.9000
ENT AT A19 ASKER,07,Nitrite-N,0.0660
ENT AT A19 ASKER,07,O Diss %sat,9901.0000
ENT AT A19 ASKER,07,Temp Water,16.1000
ENT AT A19 ASKER,07,pH,7.8600
ENT AT A19 ASKER,08,Alky pH 4.5,250.0000
ENT AT A19 ASKER,08,Ammonia(N),0.0300
ENT AT A19 ASKER,08,BOD ATU,2.0000
ENT AT A19 ASKER,08,Cond @ 25C,1023.0000
ENT AT A19 ASKER,08,NH3 un-ion,0.0004
ENT AT A19 ASKER,08,Nitrate-N,14.0000
ENT AT A19 ASKER,08,Nitrite-N,0.0370
ENT AT A19 ASKER,08,O Diss %sat,9901.0000
ENT AT A19 ASKER,08,Temp Water,14.9000
ENT AT A19 ASKER,08,pH,7.6900
ENT AT A19 ASKER,09,Alky pH 4.5,240.0000
ENT AT A19 ASKER,09,Ammonia(N),0.0520
ENT AT A19 ASKER,09,BOD ATU,2.1000
ENT AT A19 ASKER,09,Cond @ 25C,1069.0000
ENT AT A19 ASKER,09,NH3 un-ion,0.0009
ENT AT A19 ASKER,09,Nitrate-N,14.9000
ENT AT A19 ASKER,09,Nitrite-N,0.0760
ENT AT A19 ASKER,09,O Diss %sat,9901.0000
ENT AT A19 ASKER,09,Temp Water,13.6000
ENT AT A19 ASKER,09,pH,7.8600
ENT AT A19 ASKER,10,Alky pH 4.5,230.0000
ENT AT A19 ASKER,10,Ammonia(N),0.0300
ENT AT A19 ASKER,10,BOD ATU,1.0000
ENT AT A19 ASKER,10,Cond @ 25C,945.0000
ENT AT A19 ASKER,10,NH3 un-ion,0.0004
ENT AT A19 ASKER,10,Nitrate-N,13.0000
ENT AT A19 ASKER,10,Nitrite-N,0.0290
ENT AT A19 ASKER,10,O Diss %sat,9901.0000
ENT AT A19 ASKER,10,Temp Water,8.6000
ENT AT A19 ASKER,10,pH,7.9600
ENT AT SYKEHOUS,07,Alky pH 4.5,250.0000
ENT AT SYKEHOUS,07,Ammonia(N),0.0300
ENT AT SYKEHOUS,07,BOD ATU,1.5000
ENT AT SYKEHOUS,07,Cond @ 25C,1060.0000
ENT AT SYKEHOUS,07,NH3 un-ion,0.0006
ENT AT SYKEHOUS,07,Nitrate-N,5.8600
ENT AT SYKEHOUS,07,Nitrite-N,0.0370
ENT AT SYKEHOUS,07,O Diss %sat,9901.0000
ENT AT SYKEHOUS,07,Temp Water,19.3000
ENT AT SYKEHOUS,07,pH,7.7400
ENT AT SYKEHOUS,08,Alky pH 4.5,280.0000
ENT AT SYKEHOUS,08,Ammonia(N),0.0600
ENT AT SYKEHOUS,08,BOD ATU,2.0000
ENT AT SYKEHOUS,08,Cond @ 25C,1113.0000
ENT AT SYKEHOUS,08,NH3 un-ion,0.0014
ENT AT SYKEHOUS,08,Nitrate-N,9.4400
ENT AT SYKEHOUS,08,Nitrite-N,0.0560
ENT AT SYKEHOUS,08,O Diss %sat,9901.0000
ENT AT SYKEHOUS,08,Temp Water,16.3000
ENT AT SYKEHOUS,08,pH,7.8900
ENT AT SYKEHOUS,09,Alky pH 4.5,170.0000
ENT AT SYKEHOUS,09,Ammonia(N),0.0760
ENT AT SYKEHOUS,09,BOD ATU,1.1000
ENT AT SYKEHOUS,09,Cond @ 25C,1032.0000
ENT AT SYKEHOUS,09,NH3 un-ion,0.0014
ENT AT SYKEHOUS,09,Nitrate-N,9.9500
ENT AT SYKEHOUS,09,Nitrite-N,0.0460
ENT AT SYKEHOUS,09,O Diss %sat,9901.0000
ENT AT SYKEHOUS,09,Temp Water,12.8000
ENT AT SYKEHOUS,09,pH,7.9200
ENT AT SYKEHOUS,10,Alky pH 4.5,160.0000
ENT AT SYKEHOUS,10,Ammonia(N),0.1600
ENT AT SYKEHOUS,10,BOD ATU,1.3000
ENT AT SYKEHOUS,10,Cond @ 25C,794.0000
ENT AT SYKEHOUS,10,NH3 un-ion,0.0020
ENT AT SYKEHOUS,10,Nitrate-N,8.6500
ENT AT SYKEHOUS,10,Nitrite-N,0.0550
ENT AT SYKEHOUS,10,O Diss %sat,9901.0000
ENT AT SYKEHOUS,10,Temp Water,8.8000
ENT AT SYKEHOUS,10,pH,7.8700
ENTLEY (ARKSEY LANE) WPC WORKS FINA,01,Ammonia(N),0.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,01,BOD ATU,9.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,01,COD as O2,46.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,01,PE - Calc,22132.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,01,Samp Freq,12.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,02,Ammonia(N),0.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,02,BOD ATU,10.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,02,COD as O2,63.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,03,Ammonia(N),0.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,03,BOD ATU,11.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,03,COD as O2,71.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,04,Ammonia(N),0.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,04,BOD ATU,11.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,04,COD as O2,50.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,05,Ammonia(N),0.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,05,BOD ATU,10.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,05,COD as O2,65.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,06,Ammonia(N),0.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,06,BOD ATU,9.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,06,COD as O2,53.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,07,Ammonia(N),0.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,07,BOD ATU,10.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,07,COD as O2,64.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,08,Ammonia(N),1.3000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,08,BOD ATU,16.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,08,COD as O2,98.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,09,Ammonia(N),0.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,09,BOD ATU,11.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,09,COD as O2,76.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,10,Ammonia(N),0.5000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,10,BOD ATU,8.0000
ENTLEY (ARKSEY LANE) WPC WORKS FINA,10,COD as O2,62.0000
ENTLEY CRUDE INLE,01,BOD ATU,115.0000
ENTLEY CRUDE INLE,01,COD as O2,255.0000
ENTLEY CRUDE INLE,02,BOD ATU,85.0000
ENTLEY CRUDE INLE,02,COD as O2,258.0000
ENTLEY CRUDE INLE,03,BOD ATU,127.0000
ENTLEY CRUDE INLE,03,COD as O2,301.0000
ENTLEY CRUDE INLE,04,BOD ATU,184.0000
ENTLEY CRUDE INLE,04,COD as O2,407.0000
ENTLEY CRUDE INLE,05,BOD ATU,187.0000
ENTLEY CRUDE INLE,05,COD as O2,534.0000
ENTLEY CRUDE INLE,06,BOD ATU,147.0000
ENTLEY CRUDE INLE,06,COD as O2,324.0000
ENTLEY CRUDE INLE,07,BOD ATU,237.0000
ENTLEY CRUDE INLE,07,COD as O2,549.0000
ENTLEY CRUDE INLE,08,BOD ATU,237.0000
ENTLEY CRUDE INLE,08,COD as O2,562.0000
ENTLEY CRUDE INLE,09,BOD ATU,254.0000
ENTLEY CRUDE INLE,09,COD as O2,692.0000
ENTLEY CRUDE INLE,10,BOD ATU,189.0000
ENTLEY CRUDE INLE,10,COD as O2,450.0000
ENTLEY MILL STREAM U/S BENTLEY ST,01,TriBT Cation,0.0005
ENTLEY MILL STREAM U/S BENTLEY ST,02,C - Org Filt,301.0000
ENTLEY MILL STREAM U/S BENTLEY ST,02,Ni BLM Bio,1.1000
ENTLEY MILL STREAM U/S BENTLEY ST,02,Pentachlrphl,0.0200
ENTLEY MILL STREAM U/S BENTLEY ST,02,pH,7.8800
ENTLEY MILL STREAM U/S BENTLEY ST,03,Pentachlrphl,0.0200
ENTLEY MILL STREAM U/S BENTLEY ST,03,TriBT Cation,0.0003
ENTLEY MILL STREAM U/S BENTLEY ST,06,Alky pH 4.5,320.0000
ENTLEY MILL STREAM U/S BENTLEY ST,06,Ammonia(N),0.0310
ENTLEY MILL STREAM U/S BENTLEY ST,06,Cond @ 25C,1372.0000
ENTLEY MILL STREAM U/S BENTLEY ST,06,NH3 un-ion,0.0007
ENTLEY MILL STREAM U/S BENTLEY ST,06,Nitrate-N,16.0000
ENTLEY MILL STREAM U/S BENTLEY ST,06,Nitrite-N,0.0380
ENTLEY MILL STREAM U/S BENTLEY ST,06,O Diss %sat,9901.0000
ENTLEY MILL STREAM U/S BENTLEY ST,06,Temp Water,12.7000
ENTLEY MILL STREAM U/S BENTLEY ST,06,pH,8.1000
ENTLEY MILL STREAM U/S BENTLEY ST,07,Alky pH 4.5,300.0000
ENTLEY MILL STREAM U/S BENTLEY ST,07,Ammonia(N),0.0530
ENTLEY MILL STREAM U/S BENTLEY ST,07,Cond @ 25C,1261.0000
ENTLEY MILL STREAM U/S BENTLEY ST,07,NH3 un-ion,0.0013
ENTLEY MILL STREAM U/S BENTLEY ST,07,Nitrate-N,14.0000
ENTLEY MILL STREAM U/S BENTLEY ST,07,Nitrite-N,0.0360
ENTLEY MILL STREAM U/S BENTLEY ST,07,O Diss %sat,9901.0000
ENTLEY MILL STREAM U/S BENTLEY ST,07,Temp Water,13.8000
ENTLEY MILL STREAM U/S BENTLEY ST,07,pH,8.1100
ENTLEY MILL STREAM U/S BENTLEY ST,08,Alky pH 4.5,310.0000
ENTLEY MILL STREAM U/S BENTLEY ST,08,Ammonia(N),0.0380
ENTLEY MILL STREAM U/S BENTLEY ST,08,Cond @ 25C,1278.0000
ENTLEY MILL STREAM U/S BENTLEY ST,08,NH3 un-ion,0.0011
ENTLEY MILL STREAM U/S BENTLEY ST,08,Nitrate-N,14.0000
ENTLEY MILL STREAM U/S BENTLEY ST,08,Nitrite-N,0.0260
ENTLEY MILL STREAM U/S BENTLEY ST,08,O Diss %sat,9901.0000
ENTLEY MILL STREAM U/S BENTLEY ST,08,Temp Water,17.0000
ENTLEY MILL STREAM U/S BENTLEY ST,08,pH,8.1400
ENTLEY MILL STREAM U/S BENTLEY ST,09,Alky pH 4.5,290.0000
ENTLEY MILL STREAM U/S BENTLEY ST,09,Ammonia(N),0.0550
ENTLEY MILL STREAM U/S BENTLEY ST,09,Cond @ 25C,1146.0000
ENTLEY MILL STREAM U/S BENTLEY ST,09,NH3 un-ion,0.0011
ENTLEY MILL STREAM U/S BENTLEY ST,09,Nitrate-N,11.0000
ENTLEY MILL STREAM U/S BENTLEY ST,09,Nitrite-N,0.0250
ENTLEY MILL STREAM U/S BENTLEY ST,09,O Diss %sat,9901.0000
ENTLEY MILL STREAM U/S BENTLEY ST,09,Temp Water,15.6000
ENTLEY MILL STREAM U/S BENTLEY ST,09,pH,7.8600
ENTLEY MILL STREAM U/S BENTLEY ST,10,Alky pH 4.5,260.0000
ENTLEY MILL STREAM U/S BENTLEY ST,10,Ammonia(N),0.0660
ENTLEY MILL STREAM U/S BENTLEY ST,10,Cond @ 25C,994.0000
ENTLEY MILL STREAM U/S BENTLEY ST,10,NH3 un-ion,0.0013
ENTLEY MILL STREAM U/S BENTLEY ST,10,Nitrate-N,9.9800
ENTLEY MILL STREAM U/S BENTLEY ST,10,Nitrite-N,0.0220
ENTLEY MILL STREAM U/S BENTLEY ST,10,O Diss %sat,9901.0000
ENTLEY MILL STREAM U/S BENTLEY ST,10,Temp Water,11.4000
ENTLEY MILL STREAM U/S BENTLEY ST,10,pH,8.0600
ENTLEY MILL STREAM U/S BENTLEY ST,11,Alky pH 4.5,300.0000
ENTLEY MILL STREAM U/S BENTLEY ST,11,Ammonia(N),0.0300
ENTLEY MILL STREAM U/S BENTLEY ST,11,Cond @ 25C,1202.0000
ENTLEY MILL STREAM U/S BENTLEY ST,11,NH3 un-ion,0.0006
ENTLEY MILL STREAM U/S BENTLEY ST,11,Nitrate-N,12.0000
ENTLEY MILL STREAM U/S BENTLEY ST,11,Nitrite-N,0.0160
ENTLEY MILL STREAM U/S BENTLEY ST,11,O Diss %sat,9901.0000
ENTLEY MILL STREAM U/S BENTLEY ST,11,Temp Water,11.5000
ENTLEY MILL STREAM U/S BENTLEY ST,11,pH,8.0200
